,funding_8h,current_funding,best_bid_amount,best_ask_amount,estimated_delivery_price,best_bid_price,best_ask_price,interest_value,open_interest,max_price,min_price,last_price,settlement_price,instrument_name,mark_price,index_price,state,timestamp,stats.volume_notional,stats.volume_usd,stats.volume,stats.price_change,stats.low,stats.high,bid_iv,ask_iv,underlying_index,underlying_price,mark_iv,interest_rate,greeks.rho,greeks.theta,greeks.vega,greeks.gamma,greeks.delta,t,strike,m
BTC-31MAY24-59000-P,,,16.2,36.1,64026.12,0.028,0.0295,,310.6,0.073,0.009,0.029,0.03579168,BTC-31MAY24-59000-P,0.0288,64026.12,open,1714276010976,,30424.32,16.2,-18.3099,0.029,0.0355,52.87,54.38,BTC-31MAY24,64370.57,53.7,0.0,-17.36308,-51.73357,63.92091,3e-05,-0.26794,33.0,59000.0,0.0825636473810442
BTC-31MAY24-60000-P,,,14.8,1.0,64025.8,0.033,0.034,,513.3,0.08,0.0115,0.0325,0.04159486,BTC-31MAY24-60000-P,0.0338,64025.8,open,1714276012991,,61605.05,25.7,-20.7317,0.0325,0.0415,52.61,53.57,BTC-31MAY24,64372.13,53.34,0.0,-19.6635,-54.43552,67.71069,3e-05,-0.30231,33.0,60000.0,0.06575652906466302
BTC-31MAY24-61000-P,,,8.9,29.3,64024.84,0.0385,0.04,,420.3,0.088,0.015,0.0435,0.04799493,BTC-31MAY24-61000-P,0.0394,64024.84,open,1714276015005,,196298.16,66.7,-4.3956,0.0435,0.0485,52.28,53.64,BTC-31MAY24,64371.08,53.08,0.0,-22.11829,-56.79851,71.00009,4e-05,-0.33865,33.0,61000.0,0.04922722711345241
BTC-31MAY24-62000-P,,,12.6,30.8,64026.97,0.045,0.0465,,846.3,0.0965,0.0185,0.0505,0.05509904,BTC-31MAY24-62000-P,0.0457,64026.97,open,1714276017019,,12773.75,3.8,-9.8214,0.0505,0.056,52.3,53.61,BTC-31MAY24,64370.99,52.87,0.0,-24.68931,-58.70319,73.67126,4e-05,-0.37633,33.0,62000.0,0.03296670624167212
BTC-31MAY24-63000-P,,,5.4,0.8,64026.75,0.052,0.053,,401.3,0.105,0.023,0.051,0.06297308,BTC-31MAY24-63000-P,0.0525,64026.75,open,1714276019032,,6945.08,1.8,-19.0476,0.051,0.063,52.22,53.07,BTC-31MAY24,64371.23,52.68,0.0,-27.34867,-60.06454,75.65352,4e-05,-0.41489,33.0,63000.0,0.01696636489523093
BTC-31MAY24-64000-P,,,7.7,16.0,64019.0,0.0595,0.061,,352.2,0.115,0.028,0.058,0.07138945,BTC-31MAY24-64000-P,0.0603,64019.0,open,1714276024067,,5492.48,1.4,-18.8811,0.058,0.0715,51.97,53.23,BTC-31MAY24,64362.04,52.65,0.0,-30.10238,-61.02315,76.90179,4e-05,-0.45426,33.0,64000.0,0.0012180079270918383
BTC-31MAY24-65000-C,,,6.4,18.5,64018.55,0.058,0.0595,,489.3,0.108,0.0275,0.055,0.05293996,BTC-31MAY24-65000-C,0.0587,64018.55,open,1714276026537,,21738.38,6.3,2.8037,0.052,0.055,52.04,53.28,BTC-31MAY24,64361.84,52.58,0.0,26.21599,-61.33673,77.39968,4e-05,0.50679,33.0,65000.0,-0.014286178608873427
BTC-31MAY24-66000-C,,,12.3,1.0,64017.01,0.0515,0.0525,,376.5,0.1005,0.0225,0.052,0.04693293,BTC-31MAY24-66000-C,0.0521,64017.01,open,1714276031116,,159910.25,52.5,10.6383,0.0455,0.052,52.13,52.96,BTC-31MAY24,64360.29,52.63,0.0,24.35443,-61.206,77.16646,4e-05,0.46843,33.0,66000.0,-0.029553650739661878
BTC-31MAY24-67000-C,,,13.9,1.0,64019.48,0.0455,0.0465,,302.1,0.0935,0.0185,0.046,0.04147765,BTC-31MAY24-67000-C,0.0461,64019.48,open,1714276033130,,59027.32,21.9,10.8434,0.04,0.0475,52.14,52.99,BTC-31MAY24,64360.09,52.64,0.0,22.51394,-60.49122,76.24654,4e-05,0.43095,33.0,67000.0,-0.0445915281042024
BTC-31MAY24-68000-C,,,0.3,6.9,64022.5,0.0405,0.0415,,534.3,0.0875,0.0155,0.0405,0.03655451,BTC-31MAY24-68000-C,0.0409,64022.5,open,1714276035144,,233836.67,102.5,8.0,0.0355,0.0405,52.53,53.39,BTC-31MAY24,64361.58,52.85,0.0,20.73621,-59.52962,74.73121,4e-05,0.39534,33.0,68000.0,-0.05940661388934309
BTC-31MAY24-69000-C,,,16.5,0.7,64021.08,0.0355,0.0365,,1687.0,0.0815,0.0125,0.034,0.03223998,BTC-31MAY24-69000-C,0.0362,64021.08,open,1714276036404,,62146.77,30.5,3.0303,0.031,0.034,52.47,53.35,BTC-31MAY24,64365.07,53.07,0.0,19.02913,-58.14767,72.69776,4e-05,0.36145,33.0,69000.0,-0.07400541331049576
BTC-31MAY24-70000-C,,,8.2,7.2,64014.8,0.0315,0.0325,,1275.9,0.0765,0.0105,0.03,0.02843161,BTC-31MAY24-70000-C,0.032,64014.8,open,1714276038166,,49166.25,27.7,7.1429,0.0275,0.03,52.91,53.83,BTC-31MAY24,64358.43,53.34,0.0,17.38699,-56.43155,70.199,3e-05,0.3292,33.0,70000.0,-0.08839415076259535
BTC-31MAY24-71000-C,,,0.6,20.2,64010.2,0.028,0.029,,684.8,0.0715,0.0085,0.025,0.02511429,BTC-31MAY24-71000-C,0.0283,64010.2,open,1714276044208,,6874.42,4.3,-1.9608,0.024,0.0255,53.43,54.39,BTC-31MAY24,64348.0,53.67,0.0,15.84015,-54.48627,67.35812,3e-05,0.29908,33.0,71000.0,-0.10257878575455183
BTC-31MAY24-72000-C,,,14.1,0.1,64015.38,0.0245,0.025,,940.2,0.067,0.007,0.023,0.02212331,BTC-31MAY24-72000-C,0.025,64015.38,open,1714276046223,,98764.31,72.5,2.2222,0.021,0.023,53.51,54.02,BTC-31MAY24,64351.68,54.02,0.0,14.42163,-52.38262,64.33465,3e-05,0.27157,33.0,72000.0,-0.1165650277292916
BTC-31MAY24-73000-C,,,18.2,6.5,64018.08,0.0215,0.0225,,811.1,0.0625,0.0055,0.019,0.0195577,BTC-31MAY24-73000-C,0.022,64018.08,open,1714276048238,,51928.31,42.3,-2.5641,0.0185,0.02,53.71,54.76,BTC-31MAY24,64357.54,54.31,0.0,13.08775,-50.00952,61.10232,3e-05,0.2458,33.0,73000.0,-0.13035834986162742
BTC-31MAY24-74000-C,,,19.2,0.5,64019.62,0.019,0.02,,749.4,0.059,0.0046,0.019,0.01723518,BTC-31MAY24-74000-C,0.0197,64019.62,open,1714276054288,,9073.83,8.2,8.5714,0.017,0.019,54.1,55.22,BTC-31MAY24,64359.96,54.94,0.0,11.92927,-48.02635,57.99886,3e-05,0.22368,33.0,74000.0,-0.1439640019174061
BTC-31MAY24-75000-C,,,1.0,24.6,64018.64,0.0175,0.018,,1460.4,0.0555,0.0027,0.0175,0.01523718,BTC-31MAY24-75000-C,0.0176,64018.64,open,1714276055295,,38460.94,39.3,12.9032,0.015,0.0175,55.35,55.93,BTC-31MAY24,64359.78,55.48,0.0,10.84143,-45.81879,54.79906,3e-05,0.20294,33.0,75000.0,-0.15738702224954682
BTC-31MAY24-76000-C,,,24.2,8.4,64018.3,0.015,0.016,,659.1,0.052,0.0007,0.0145,0.01350575,BTC-31MAY24-76000-C,0.0156,64018.3,open,1714276056302,,10229.87,11.8,7.4074,0.013,0.0145,55.12,56.37,BTC-31MAY24,64358.87,55.93,0.0,9.82511,-43.45222,51.5485,2e-05,0.1836,33.0,76000.0,-0.1706322489995674
BTC-31MAY24-77000-C,,,14.0,26.3,64017.97,0.0135,0.0145,,597.1,0.049,0.0001,0.0125,0.01197137,BTC-31MAY24-77000-C,0.0139,64017.97,open,1714276058509,,6531.4,8.6,8.6957,0.0115,0.0125,55.85,57.17,BTC-31MAY24,64357.89,56.39,0.0,8.8977,-41.09242,48.35469,2e-05,0.16601,33.0,77000.0,-0.18370433056692026
BTC-31MAY24-78000-C,,,26.4,11.9,64016.01,0.012,0.013,,947.6,0.0465,0.0001,0.0115,0.01075493,BTC-31MAY24-78000-C,0.0124,64016.01,open,1714276059323,,3940.57,5.6,9.5238,0.0105,0.0115,56.32,57.73,BTC-31MAY24,64358.33,56.92,0.0,8.07471,-38.8901,45.33218,2e-05,0.15046,33.0,78000.0,-0.1966077354028281
BTC-31MAY24-79000-C,,,0.5,46.6,64016.07,0.011,0.012,,315.9,0.0445,0.0001,0.01,0.00955689,BTC-31MAY24-79000-C,0.0113,64016.07,open,1714276061339,,6367.23,10.1,11.1111,0.009,0.01,57.29,58.79,BTC-31MAY24,64357.21,57.82,0.0,7.41408,-37.28289,42.78478,2e-05,0.1381,33.0,79000.0,-0.20934676118025788
BTC-31MAY24-80000-C,,,64.2,17.5,64019.51,0.0095,0.0105,,4861.5,0.0415,0.0001,0.0105,0.00861107,BTC-31MAY24-80000-C,0.01,64019.51,open,1714276062345,,15442.3,27.3,31.25,0.008,0.0105,57.26,58.88,BTC-31MAY24,64356.1,58.02,0.0,6.65526,-34.68068,39.65864,2e-05,0.12374,33.0,80000.0,-0.22192554338711798
BTC-31MAY24-81000-C,,,76.4,12.7,64017.18,0.0085,0.0095,,475.5,0.04,0.0001,0.0085,0.00781399,BTC-31MAY24-81000-C,0.0092,64017.18,open,1714276064360,,2852.39,5.3,6.25,0.008,0.0085,57.78,59.52,BTC-31MAY24,64358.45,58.96,0.0,6.13747,-33.27628,37.44971,2e-05,0.11409,33.0,81000.0,-0.23434806338567507
BTC-31MAY24-82000-C,,,14.5,0.2,64016.29,0.008,0.0085,,736.2,0.0385,0.0001,0.008,0.00701177,BTC-31MAY24-82000-C,0.0084,64016.29,open,1714276065366,,7978.94,16.8,14.2857,0.007,0.0085,59.04,59.96,BTC-31MAY24,64357.14,59.77,0.0,5.64255,-31.75196,35.24611,2e-05,0.10486,33.0,82000.0,-0.24661815597748943
BTC-31MAY24-84000-C,,,28.1,38.5,64014.8,0.0065,0.0075,,552.4,0.035,0.0001,0.0075,0.00594301,BTC-31MAY24-84000-C,0.0069,64014.8,open,1714276067379,,539.39,1.3,15.3846,0.0065,0.0075,60.16,62.24,BTC-31MAY24,64355.15,61.08,0.0,4.7273,-28.46034,30.91837,1e-05,0.08775,33.0,84000.0,-0.27071570755654994
BTC-31MAY24-85000-C,,,15.0,9.3,64012.05,0.006,0.0065,,1481.7,0.033,0.0001,0.006,0.00528383,BTC-31MAY24-85000-C,0.0062,64012.05,open,1714276068387,,7092.3,19.1,9.0909,0.0055,0.0065,61.01,62.13,BTC-31MAY24,64354.64,61.47,0.0,4.28405,-26.58003,28.69155,1e-05,0.07944,33.0,85000.0,-0.28255016520355275
BTC-31MAY24-86000-C,,,15.0,9.3,64013.17,0.0055,0.006,,717.0,0.0315,0.0001,0.0055,0.00505478,BTC-31MAY24-86000-C,0.0057,64013.17,open,1714276069394,,132.53,0.4,10.0,0.005,0.0055,61.74,62.92,BTC-31MAY24,64351.8,62.21,0.0,3.94818,-25.27564,26.95764,1e-05,0.0732,33.0,86000.0,-0.2942462049667441
BTC-28JUN24-48000-P,,,30.1,17.4,64014.12,0.0105,0.0115,,514.3,0.042,0.0001,0.014,0.01360263,BTC-28JUN24-48000-P,0.0111,64014.12,open,1714276070401,,854.76,1.0,3.7037,0.0135,0.014,58.95,60.48,BTC-28JUN24,64864.65,59.83,0.0,-10.7958,-20.77874,42.49062,1e-05,-0.08823,61.0,48000.0,0.28890008037887266
BTC-28JUN24-49000-P,,,21.1,25.4,64015.0,0.0125,0.0135,,259.7,0.046,0.0001,0.0165,0.01603256,BTC-28JUN24-49000-P,0.0131,64015.0,open,1714276071408,,7112.65,7.0,3.125,0.016,0.0165,58.74,60.12,BTC-28JUN24,64865.56,59.53,0.0,-12.46128,-22.9332,47.13167,1e-05,-0.10155,61.0,49000.0,0.26828079317613696
BTC-28JUN24-50000-P,,,20.4,25.8,64015.34,0.0145,0.0155,,511.5,0.0505,0.0001,0.0155,0.01853103,BTC-28JUN24-50000-P,0.0151,64015.34,open,1714276073422,,24031.41,21.7,-16.2162,0.0155,0.0185,58.2,59.46,BTC-28JUN24,64866.35,58.93,0.0,-14.15811,-24.85016,51.59336,1e-05,-0.11515,61.0,50000.0,0.24807808585861763
BTC-28JUN24-51000-P,,,12.5,31.1,64015.65,0.017,0.018,,243.4,0.0545,0.0024,0.017,0.02109724,BTC-28JUN24-51000-P,0.0174,64015.65,open,1714276075436,,3422.44,2.8,-12.8205,0.017,0.0215,57.96,59.11,BTC-28JUN24,64866.92,58.37,0.0,-16.02991,-26.81309,56.20412,1e-05,-0.13009,61.0,51000.0,0.22827545856243794
BTC-28JUN24-52000-P,,,19.7,15.6,64015.61,0.0195,0.0205,,214.8,0.0595,0.0055,0.025,0.02445501,BTC-28JUN24-52000-P,0.0201,64015.61,open,1714276076442,,13151.85,8.5,2.0408,0.0245,0.025,57.39,58.45,BTC-28JUN24,64866.84,58.0,0.0,-18.15314,-28.94566,61.05884,1e-05,-0.1469,61.0,52000.0,0.20885737270533622
BTC-28JUN24-53000-P,,,19.3,11.4,64014.97,0.0225,0.0235,,419.2,0.065,0.007,0.024,0.02784308,BTC-28JUN24-53000-P,0.0231,64014.97,open,1714276078457,,10094.99,6.4,-14.2857,0.024,0.028,57.05,58.03,BTC-28JUN24,64866.76,57.61,0.0,-20.43552,-31.02871,65.89363,2e-05,-0.1649,61.0,53000.0,0.1898091777346419
BTC-28JUN24-54000-P,,,10.0,16.2,64017.58,0.026,0.027,,332.0,0.0705,0.009,0.0325,0.03172468,BTC-28JUN24-54000-P,0.0264,64017.58,open,1714276084499,,2042.66,1.0,0.0,0.0325,0.0325,56.88,57.79,BTC-28JUN24,64868.87,57.26,0.0,-22.89755,-33.08523,70.69526,2e-05,-0.18419,61.0,54000.0,0.17111704472248931
BTC-28JUN24-55000-P,,,18.8,21.3,64017.35,0.0295,0.031,,1089.3,0.0765,0.0105,0.03,0.03611916,BTC-28JUN24-55000-P,0.0302,64017.35,open,1714276085506,,36307.46,16.2,-15.493,0.03,0.037,56.39,57.68,BTC-28JUN24,64869.05,56.98,0.0,-25.56462,-35.13742,75.44331,2e-05,-0.20495,61.0,55000.0,0.15276790605429283
BTC-28JUN24-56000-P,,,24.2,6.0,64019.67,0.0335,0.035,,330.7,0.083,0.013,0.0415,0.04085102,BTC-28JUN24-56000-P,0.0344,64019.67,open,1714276087520,,2607.21,1.0,0.0,0.0415,0.0415,56.04,57.25,BTC-28JUN24,64869.82,56.78,0.0,-28.42176,-37.14758,80.04825,2e-05,-0.227,61.0,56000.0,0.1347494005516144
BTC-28JUN24-57000-P,,,39.9,5.7,64018.24,0.038,0.0395,,141.6,0.09,0.0155,0.039,0.04599734,BTC-28JUN24-57000-P,0.039,64018.24,open,1714276089534,,539.68,0.2,-15.2174,0.039,0.046,55.79,56.94,BTC-28JUN24,64870.52,56.55,0.0,-31.42301,-39.01052,84.39776,2e-05,-0.25002,61.0,57000.0,0.11704982345221354
BTC-28JUN24-58000-P,,,5.6,7.4,64017.59,0.0435,0.045,,394.4,0.097,0.0185,0.0465,0.05182115,BTC-28JUN24-58000-P,0.0441,64017.59,open,1714276092555,,0.0,0.0,,,,55.98,57.08,BTC-28JUN24,64870.24,56.41,0.0,-34.60324,-40.79698,88.48491,2e-05,-0.27418,61.0,58000.0,0.09965808074034431
BTC-28JUN24-60000-P,,,5.3,7.1,64021.07,0.055,0.0565,,1530.4,0.113,0.026,0.0585,0.06437833,BTC-28JUN24-60000-P,0.0557,64021.07,open,1714276094569,,36593.43,9.2,-8.5938,0.0585,0.0645,55.79,56.81,BTC-28JUN24,64870.35,56.24,0.0,-41.37341,-43.92654,95.56909,2e-05,-0.32487,61.0,60000.0,0.06575652906466302
BTC-28JUN24-64000-P,,,1.2,1.2,64018.63,0.083,0.0855,,261.6,0.149,0.0465,0.096,0.09564801,BTC-28JUN24-64000-P,0.0844,64018.63,open,1714276096583,,4228.39,0.7,0.0,0.096,0.096,55.32,56.87,BTC-28JUN24,64870.52,56.22,0.0,-56.0439,-47.95157,104.36156,3e-05,-0.43102,61.0,64000.0,0.0012180079270918383
BTC-28JUN24-65000-C,,,9.9,9.6,64018.41,0.09,0.0915,,3475.4,0.1495,0.053,0.092,0.08461283,BTC-28JUN24-65000-C,0.0908,64018.41,open,1714276097589,,83099.87,15.0,7.6023,0.0835,0.093,55.78,56.71,BTC-28JUN24,64870.07,56.26,0.0,49.10216,-48.44034,105.34975,3e-05,0.54239,61.0,65000.0,-0.014286178608873427
BTC-28JUN24-70000-C,,,10.6,14.0,64017.23,0.061,0.0625,,2825.2,0.119,0.03,0.063,0.05728474,BTC-28JUN24-70000-C,0.0619,64017.23,open,1714276099605,,110307.88,29.3,8.6207,0.0565,0.0635,56.33,57.27,BTC-28JUN24,64868.62,56.87,0.0,38.5686,-48.16887,103.62357,3e-05,0.41662,61.0,70000.0,-0.08839415076259535
BTC-28JUN24-75000-C,,,10.3,10.5,64017.28,0.0415,0.0425,,4854.2,0.0955,0.0165,0.0425,0.0386175,BTC-28JUN24-75000-C,0.0421,64017.28,open,1714276100612,,38436.92,15.0,8.9744,0.038,0.0425,57.57,58.26,BTC-28JUN24,64868.61,57.96,0.0,29.24079,-44.44687,93.82444,2e-05,0.31102,61.0,75000.0,-0.15738702224954682
BTC-28JUN24-80000-C,,,17.1,18.2,64016.51,0.0285,0.0295,,2521.0,0.0775,0.009,0.0285,0.0267698,BTC-28JUN24-80000-C,0.0289,64016.51,open,1714276101618,,17898.01,10.6,11.7647,0.0255,0.0285,59.06,59.86,BTC-28JUN24,64868.46,59.39,0.0,21.79883,-39.08583,80.52336,2e-05,0.22941,61.0,80000.0,-0.22192554338711798
BTC-28JUN24-85000-C,,,0.9,7.6,64021.44,0.02,0.021,,2941.6,0.0645,0.0055,0.02,0.01891476,BTC-28JUN24-85000-C,0.0204,64021.44,open,1714276103632,,50888.1,42.2,14.2857,0.0175,0.02,60.8,61.76,BTC-28JUN24,64869.71,61.15,0.0,16.26367,-33.58578,67.19358,2e-05,0.16996,61.0,85000.0,-0.28255016520355275
BTC-26JUL24-48000-P,,,25.4,16.7,64021.79,0.019,0.021,,4.1,0.06,0.0055,0.024,0.02423441,BTC-26JUL24-48000-P,0.02,64021.79,open,1714276107661,,2264.46,1.5,0.0,0.024,0.024,59.57,61.61,SYN.BTC-26JUL24,65369.4669,60.64,0.0,-22.19687,-21.83945,64.23231,1e-05,-0.11894,89.0,48000.0,0.28890008037887266
BTC-26JUL24-50000-P,,,22.9,15.2,64021.62,0.0245,0.0265,,18.2,0.07,0.009,0.0275,0.02988267,BTC-26JUL24-50000-P,0.0257,64021.62,open,1714276109675,,30685.11,17.2,-6.7797,0.0275,0.0295,58.94,60.71,SYN.BTC-26JUL24,65370.4246,59.98,0.0,-27.46625,-24.91618,74.09139,1e-05,-0.14631,89.0,50000.0,0.24807808585861763
BTC-26JUL24-52000-P,,,21.8,20.0,64016.33,0.031,0.0335,,2.2,0.081,0.012,0.036,0.03771448,BTC-26JUL24-52000-P,0.0323,64016.33,open,1714276110682,,3519.86,1.5,-5.2632,0.036,0.038,58.27,60.22,SYN.BTC-26JUL24,65369.01,59.26,0.0,-33.38965,-27.85546,83.83372,1e-05,-0.17681,89.0,52000.0,0.20885737270533622
BTC-26JUL24-54000-P,,,20.8,19.1,64011.85,0.039,0.0415,,4.5,0.0935,0.017,0.044,0.04688097,BTC-26JUL24-54000-P,0.0404,64011.85,open,1714276113703,,0.0,0.0,,,,57.86,59.61,SYN.BTC-26JUL24,65359.8608,58.85,0.0,-40.20044,-30.8381,93.45423,2e-05,-0.21134,89.0,54000.0,0.17111704472248931
BTC-26JUL24-56000-P,,,19.0,6.6,64011.88,0.0485,0.051,,4.2,0.1075,0.0225,0.054,0.05738479,BTC-26JUL24-56000-P,0.05,64011.88,open,1714276114709,,9380.81,2.7,-4.4248,0.0535,0.0585,57.62,59.21,SYN.BTC-26JUL24,65358.6331,58.57,0.0,-47.69823,-33.62351,102.37876,2e-05,-0.24872,89.0,56000.0,0.1347494005516144
BTC-26JUL24-57000-P,,,7.0,6.1,64014.19,0.054,0.0565,,7.2,0.1145,0.026,0.06,0.06316696,BTC-26JUL24-57000-P,0.0553,64014.19,open,1714276117730,,19039.43,5.0,0.0,0.06,0.06,57.65,59.19,SYN.BTC-26JUL24,65359.8138,58.47,0.0,-51.67199,-34.90475,106.47409,2e-05,-0.26827,89.0,57000.0,0.11704982345221354
BTC-26JUL24-58000-P,,,16.7,22.7,64012.85,0.0595,0.0625,,37.5,0.1225,0.03,0.0625,0.06925257,BTC-26JUL24-58000-P,0.061,64012.85,open,1714276118739,,3575.42,0.9,0.0,0.0625,0.0625,57.48,59.25,SYN.BTC-26JUL24,65360.9346,58.34,0.0,-55.76041,-36.06881,110.27036,2e-05,-0.28824,89.0,58000.0,0.09965808074034431
BTC-26JUL24-59000-P,,,7.4,16.3,64012.92,0.0655,0.0685,,0.1,0.1305,0.034,0.068,0.07577473,BTC-26JUL24-59000-P,0.067,64012.92,open,1714276120752,,0.0,0.0,,,,57.39,59.11,SYN.BTC-26JUL24,65359.7062,58.24,0.0,-59.98887,-37.14782,113.76371,2e-05,-0.30869,89.0,59000.0,0.0825636473810442
BTC-26JUL24-60000-P,,,15.7,15.8,64013.8,0.0715,0.075,,17.1,0.1385,0.0385,0.075,0.08274623,BTC-26JUL24-60000-P,0.0734,64013.8,open,1714276122765,,14690.09,3.0,-3.8462,0.075,0.078,57.1,59.06,SYN.BTC-26JUL24,65359.5738,58.17,0.0,-64.33304,-38.13323,116.92192,2e-05,-0.32948,89.0,60000.0,0.06575652906466302
BTC-26JUL24-61000-P,,,15.3,21.4,64014.5,0.0785,0.082,,6.5,0.147,0.0435,0.0835,0.09008487,BTC-26JUL24-61000-P,0.0801,64014.5,open,1714276124781,,0.0,0.0,,,,57.2,59.11,SYN.BTC-26JUL24,65361.9885,58.09,0.0,-68.75715,-38.99192,119.72091,2e-05,-0.35045,89.0,61000.0,0.04922722711345241
BTC-26JUL24-62000-P,,,14.5,7.0,64014.23,0.0855,0.089,,1.8,0.156,0.049,0.0925,0.09769305,BTC-26JUL24-62000-P,0.0872,64014.23,open,1714276126794,,0.0,0.0,,,,57.09,58.96,SYN.BTC-26JUL24,65360.9862,58.01,0.0,-73.27574,-39.73328,122.15598,2e-05,-0.37165,89.0,62000.0,0.03296670624167212
BTC-26JUL24-63000-P,,,14.1,7.0,64015.04,0.093,0.0965,,1.5,0.165,0.0545,0.095,0.10553928,BTC-26JUL24-63000-P,0.0947,64015.04,open,1714276127801,,0.0,0.0,,,,57.07,58.91,SYN.BTC-26JUL24,65360.8715,57.97,0.0,-77.87101,-40.37248,124.21559,2e-05,-0.39294,89.0,63000.0,0.01696636489523093
BTC-26JUL24-64000-P,,,13.9,7.0,64012.95,0.1005,0.1045,,1.6,0.1745,0.061,0.105,0.11431301,BTC-26JUL24-64000-P,0.1026,64012.95,open,1714276129815,,0.0,0.0,,,,56.87,58.94,SYN.BTC-26JUL24,65360.8523,57.95,0.0,-82.52786,-40.90487,125.89455,2e-05,-0.41423,89.0,64000.0,0.0012180079270918383
BTC-26JUL24-65000-C,,,7.0,15.0,64012.93,0.115,0.1185,,5.0,0.182,0.0745,0.1205,0.110829,BTC-26JUL24-65000-C,0.1165,64012.93,open,1714276130822,,0.0,0.0,,,,57.26,59.06,SYN.BTC-26JUL24,65359.5123,58.02,0.0,71.55663,-41.37486,127.18911,2e-05,0.56459,89.0,65000.0,-0.014286178608873427
BTC-26JUL24-66000-C,,,7.0,15.1,64012.07,0.1085,0.112,,22.2,0.1755,0.0685,0.108,0.10464198,BTC-26JUL24-66000-C,0.11,64012.07,open,1714276132836,,34262.26,5.0,0.0,0.108,0.108,57.39,59.18,SYN.BTC-26JUL24,65357.6454,58.17,0.0,69.24766,-41.77988,128.10471,2e-05,0.54369,89.0,66000.0,-0.029553650739661878
BTC-26JUL24-67000-C,,,7.0,15.1,64013.5,0.102,0.1055,,5.7,0.169,0.063,0.1125,0.09829265,BTC-26JUL24-67000-C,0.1036,64013.5,open,1714276133844,,0.0,0.0,,,,57.35,59.13,SYN.BTC-26JUL24,65358.1654,58.18,0.0,66.95305,-41.96977,128.66652,2e-05,0.52292,89.0,67000.0,-0.0445915281042024
BTC-26JUL24-68000-C,,,7.0,15.4,64013.38,0.096,0.0995,,1.9,0.163,0.0575,0.1005,0.09256257,BTC-26JUL24-68000-C,0.0976,64013.38,open,1714276134850,,0.0,0.0,,,,57.4,59.18,SYN.BTC-26JUL24,65359.5246,58.23,0.0,64.65213,-42.07839,128.87947,2e-05,0.50252,89.0,68000.0,-0.05940661388934309
BTC-26JUL24-69000-C,,,7.0,5.2,64014.81,0.0905,0.0935,,0.1,0.157,0.053,0.0945,0.08717503,BTC-26JUL24-69000-C,0.0919,64014.81,open,1714276136869,,0.0,0.0,,,,57.55,59.07,SYN.BTC-26JUL24,65361.0715,58.25,0.0,62.35538,-42.05735,128.75931,2e-05,0.48238,89.0,69000.0,-0.07400541331049576
BTC-26JUL24-70000-C,,,7.4,16.0,64015.46,0.085,0.0885,,9.3,0.1515,0.0485,0.082,0.08213673,BTC-26JUL24-70000-C,0.0867,64015.46,open,1714276138878,,1032.61,0.2,0.0,0.082,0.082,57.55,59.34,SYN.BTC-26JUL24,65361.4077,58.4,0.0,60.07638,-42.01935,128.32715,2e-05,0.46287,89.0,70000.0,-0.08839415076259535
BTC-26JUL24-71000-C,,,27.7,22.1,64015.24,0.08,0.0835,,1.3,0.1465,0.0445,0.0805,0.07722695,BTC-26JUL24-71000-C,0.0817,64015.24,open,1714276140892,,0.0,0.0,,,,57.67,59.46,SYN.BTC-26JUL24,65361.6785,58.52,0.0,57.82329,-41.8692,127.60357,2e-05,0.44376,89.0,71000.0,-0.10257878575455183
BTC-26JUL24-72000-C,,,20.6,22.6,64017.77,0.0755,0.0785,,11.5,0.141,0.0405,0.075,0.07275399,BTC-26JUL24-72000-C,0.0769,64017.77,open,1714276141899,,25628.62,5.4,3.4483,0.0725,0.075,57.9,59.45,SYN.BTC-26JUL24,65361.3962,58.63,0.0,55.59951,-41.62019,126.60648,2e-05,0.42508,89.0,72000.0,-0.1165650277292916
BTC-26JUL24-73000-C,,,27.8,22.9,64015.27,0.071,0.074,,3.2,0.1365,0.037,0.0725,0.06852242,BTC-26JUL24-73000-C,0.0724,64015.27,open,1714276143914,,0.0,0.0,,,,58.0,59.57,SYN.BTC-26JUL24,65361.9831,58.74,0.0,53.41744,-41.29189,125.36352,2e-05,0.40693,89.0,73000.0,-0.13035834986162742
BTC-26JUL24-74000-C,,,34.5,16.2,64014.8,0.0665,0.0695,,32.1,0.1315,0.034,0.071,0.06437542,BTC-26JUL24-74000-C,0.0682,64014.8,open,1714276144919,,0.0,0.0,,,,57.97,59.56,SYN.BTC-26JUL24,65361.5308,58.85,0.0,51.27241,-40.8786,123.88618,2e-05,0.38924,89.0,74000.0,-0.1439640019174061
BTC-26JUL24-76000-C,,,35.7,6.0,64020.6,0.059,0.0615,,87.8,0.1225,0.0285,0.0585,0.05684978,BTC-26JUL24-76000-C,0.0602,64020.6,open,1714276147941,,29812.17,8.0,0.0,0.0585,0.0585,58.33,59.69,SYN.BTC-26JUL24,65361.1115,59.01,0.0,47.10674,-39.80296,120.30349,2e-05,0.35523,89.0,76000.0,-0.1706322489995674
BTC-26JUL24-78000-C,,,38.1,6.0,64023.24,0.0525,0.0545,,77.5,0.114,0.0235,0.0555,0.05035579,BTC-26JUL24-78000-C,0.0535,64023.24,open,1714276148953,,0.0,0.0,,,,58.76,59.89,SYN.BTC-26JUL24,65367.1908,59.35,0.0,43.2464,-38.66624,116.19011,2e-05,0.32434,89.0,78000.0,-0.1966077354028281
