,funding_8h,current_funding,best_bid_amount,best_ask_amount,estimated_delivery_price,best_bid_price,best_ask_price,interest_value,open_interest,max_price,min_price,last_price,settlement_price,instrument_name,mark_price,index_price,state,timestamp,stats.volume_notional,stats.volume_usd,stats.volume,stats.price_change,stats.low,stats.high,bid_iv,ask_iv,underlying_index,underlying_price,mark_iv,interest_rate,greeks.rho,greeks.theta,greeks.vega,greeks.gamma,greeks.delta,t,strike,m
BTC-29APR24-63500-P,,,0.3,3.1,64042.16,0.0041,0.0048,,13.0,0.0395,0.0001,0.005,0.01495674,BTC-29APR24-63500-P,0.0045,64042.16,open,1714275710873,,3279.06,6.9,-61.5385,0.005,0.013,33.92,37.32,SYN.BTC-29APR24,64053.6083,35.87,0.0,-0.69519,-200.91379,13.20787,0.00028,-0.33145,1.0,63500.0,0.009061185388117655
BTC-29APR24-64000-P,,,0.3,2.0,64041.74,0.0075,0.008,,19.2,0.046,0.0001,0.007,0.02056425,BTC-29APR24-64000-P,0.0078,64041.74,open,1714275713894,,1215.44,1.3,-58.8235,0.007,0.017,34.93,37.14,SYN.BTC-29APR24,64054.2673,36.43,0.0,-1.00857,-224.07054,14.50535,0.0003,-0.47955,1.0,64000.0,0.0012180079270918383
BTC-29APR24-64500-C,,,2.7,38.2,64039.23,0.0055,0.0065,,60.8,0.0395,0.0001,0.006,0.00233963,BTC-29APR24-64500-C,0.0058,64039.23,open,1714275715908,,3853.62,25.4,160.8696,0.0014,0.006,37.53,42.13,SYN.BTC-29APR24,64053.1652,38.91,0.0,0.77606,-228.85585,13.87133,0.00027,0.38084,1.0,64500.0,-0.0065641325149632035
BTC-29APR24-65000-C,,,1.0,5.1,64039.62,0.0038,0.0043,,68.9,0.0355,0.0001,0.0043,0.00142533,BTC-29APR24-65000-C,0.0039,64039.62,open,1714275716916,,6506.33,52.5,115.0,0.0008,0.0043,41.18,43.82,SYN.BTC-29APR24,64051.7501,41.6,0.0,0.55278,-212.72776,12.06015,0.00022,0.27102,1.0,65000.0,-0.014286178608873427
BTC-29APR24-65500-C,,,3.0,4.5,64038.82,0.0024,0.003,,7.3,0.032,0.0001,0.0023,0.00089343,BTC-29APR24-65500-C,0.0026,64038.82,open,1714275718928,,204.17,3.3,187.5,0.0007,0.0023,42.91,46.76,SYN.BTC-29APR24,64050.9857,44.23,0.0,0.38806,-166.53898,9.88356,0.00017,0.19014,1.0,65500.0,-0.021949051354442615
BTC-29APR24-66000-C,,,3.0,0.3,64039.67,0.0015,0.002,,105.4,0.029,0.0001,0.002,0.0006041,BTC-29APR24-66000-C,0.0017,64039.67,open,1714275720949,,3680.03,77.1,300.0,0.0005,0.002,44.65,48.76,SYN.BTC-29APR24,64050.1036,46.65,0.0,0.26919,-111.20598,7.77601,0.00013,0.13183,1.0,66000.0,-0.029553650739661878
BTC-29APR24-66500-C,,,1.1,3.0,64040.22,0.001,0.0014,,67.2,0.026,0.0001,0.001,0.00039057,BTC-29APR24-66500-C,0.0011,64040.22,open,1714275722961,,635.16,18.4,233.3333,0.0002,0.0011,47.12,51.38,SYN.BTC-29APR24,64051.9567,48.46,0.0,0.18148,-71.64837,5.85429,9e-05,0.08882,1.0,66500.0,-0.03710085637504477
BTC-29APR24-67000-C,,,1.9,1.0,64040.81,0.0006,0.0009,,34.6,0.0235,0.0001,0.0008,0.00027294,BTC-29APR24-67000-C,0.0007,64040.81,open,1714275725635,,386.74,17.4,166.6667,0.0002,0.0008,48.4,52.8,SYN.BTC-29APR24,64051.2223,50.62,0.0,0.1238,-47.61918,4.36916,7e-05,0.06057,1.0,67000.0,-0.0445915281042024
BTC-29APR24-67500-C,,,0.3,1.1,64043.02,0.0004,0.0006,,52.0,0.0215,0.0001,0.0004,0.00015605,BTC-29APR24-67500-C,0.0005,64043.02,open,1714275727995,,185.62,13.3,300.0,0.0001,0.0005,50.65,54.64,SYN.BTC-29APR24,64052.2461,52.23,0.0,0.08172,-30.3459,3.13503,5e-05,0.03996,1.0,67500.0,-0.05202650659172055
BTC-29APR24-68000-C,,,34.0,1.0,64047.52,0.0002,0.0005,,15.0,0.0195,0.0001,0.0004,0.00010967,BTC-29APR24-68000-C,0.0003,64047.52,open,1714275730016,,192.06,8.0,33.3333,0.0003,0.0005,50.48,58.68,SYN.BTC-29APR24,64054.0228,54.92,0.0,0.05879,-21.898,2.3915,3e-05,0.02875,1.0,68000.0,-0.05940661388934309
BTC-29APR24-68500-C,,,36.1,2.8,64053.67,0.0001,0.0003,,21.0,0.0175,0.0001,0.0002,5.745e-05,BTC-29APR24-68500-C,0.0002,64053.67,open,1714275734037,,92.95,6.9,100.0,0.0001,0.0003,50.58,59.09,SYN.BTC-29APR24,64063.8345,55.79,0.0,0.03694,-13.15768,1.61605,2e-05,0.01805,1.0,68500.0,-0.06673265398141595
BTC-29APR24-69000-C,,,1.7,0.3,64050.66,0.0001,0.0002,,5.8,0.017,0.0001,0.0001,0.00012271,BTC-29APR24-69000-C,0.0002,64050.66,open,1714275736052,,64.69,5.7,-50.0,0.0001,0.0004,55.33,60.67,SYN.BTC-29APR24,64064.2034,59.45,0.0,0.02996,-11.09271,1.35114,2e-05,0.01465,1.0,69000.0,-0.07400541331049576
BTC-29APR24-70000-C,,,0.0,0.1,64045.35,0.0,0.0002,,6.9,0.0165,0.0001,0.0002,9.467e-05,BTC-29APR24-70000-C,0.0002,64045.35,open,1714275739073,,55.73,4.9,100.0,0.0001,0.0002,0.0,70.64,SYN.BTC-29APR24,64059.2803,68.28,0.0,0.02397,-9.93841,1.11543,1e-05,0.01174,1.0,70000.0,-0.08839415076259535
BTC-29APR24-71000-C,,,0.0,1.0,64048.61,0.0,0.0001,,3.5,0.015,0.0001,0.0001,4.605e-05,BTC-29APR24-71000-C,0.0001,64048.61,open,1714275745119,,6.95,1.1,0.0,0.0001,0.0001,0.0,73.59,SYN.BTC-29APR24,64059.4994,68.29,0.0,0.00871,-3.26059,0.45616,1e-05,0.00426,1.0,71000.0,-0.10257878575455183
BTC-29APR24-72000-C,,,0.0,1.1,64055.27,0.0,0.0001,,2.0,0.015,0.0001,0.0001,1.567e-05,BTC-29APR24-72000-C,0.0,64055.27,open,1714275748139,,6.96,1.1,0.0,0.0001,0.0001,0.0,82.26,SYN.BTC-29APR24,64064.3303,68.29,0.0,0.00286,-0.97667,0.16663,0.0,0.0014,1.0,72000.0,-0.1165650277292916
BTC-29APR24-73000-C,,,0.0,1.1,64052.89,0.0,0.0001,,0.1,0.015,0.0001,0.0003,4.96e-06,BTC-29APR24-73000-C,0.0,64052.89,open,1714275751161,,0.0,0.0,,,,0.0,90.76,SYN.BTC-29APR24,64065.5029,68.29,0.0,0.00084,-0.26478,0.05396,0.0,0.00041,1.0,73000.0,-0.13035834986162742
BTC-29APR24-74000-C,,,0.0,1.1,64054.31,0.0,0.0001,,0.1,0.015,0.0001,0.0003,1.47e-06,BTC-29APR24-74000-C,0.0,64054.31,open,1714275753175,,0.0,0.0,,,,0.0,99.05,SYN.BTC-29APR24,64065.1433,68.29,0.0,0.00022,-0.06494,0.01569,0.0,0.00011,1.0,74000.0,-0.1439640019174061
BTC-29APR24-75000-C,,,0.0,1.3,64051.57,0.0,0.0001,,0.0,0.015,0.0001,,4e-07,BTC-29APR24-75000-C,0.0,64051.57,open,1714275755195,,0.0,0.0,,,,0.0,107.16,SYN.BTC-29APR24,64063.8259,68.29,0.0,5e-05,-0.01458,0.00411,0.0,3e-05,1.0,75000.0,-0.15738702224954682
BTC-30APR24-56000-P,,,3.0,2.1,64053.56,0.0004,0.0005,,28.3,0.019,0.0001,0.0006,,BTC-30APR24-56000-P,0.0004,64053.56,open,1714275762238,,1264.59,28.3,20.0,0.0005,0.001,83.39,86.26,SYN.BTC-30APR24,64072.9837,84.83,0.0,-0.07211,-28.71486,2.23366,1e-05,-0.01841,2.0,56000.0,0.1347494005516144
BTC-30APR24-57000-P,,,4.2,0.5,64051.23,0.0005,0.0007,,10.9,0.021,0.0001,0.0012,,BTC-30APR24-57000-P,0.0006,64051.23,open,1714275764252,,606.01,11.3,100.0,0.0006,0.0014,76.51,80.89,SYN.BTC-30APR24,64074.6025,79.52,0.0,-0.10373,-40.5665,3.03681,2e-05,-0.02649,2.0,57000.0,0.11704982345221354
BTC-30APR24-58000-P,,,5.5,1.6,64051.36,0.0006,0.0009,,42.1,0.022,0.0001,0.0012,,BTC-30APR24-58000-P,0.0008,64051.36,open,1714275765259,,3646.77,42.4,20.0,0.001,0.0015,68.83,74.04,SYN.BTC-30APR24,64072.7151,72.22,0.0,-0.13667,-50.45238,3.82058,2e-05,-0.03495,2.0,58000.0,0.09965808074034431
BTC-30APR24-59000-P,,,0.5,1.1,64050.93,0.0008,0.0011,,4.5,0.0235,0.0001,0.001,,BTC-30APR24-59000-P,0.001,64050.93,open,1714275767274,,497.6,4.5,-28.5714,0.001,0.0022,62.06,66.12,SYN.BTC-30APR24,64072.9971,64.53,0.0,-0.18166,-62.55339,4.8196,3e-05,-0.04653,2.0,59000.0,0.0825636473810442
BTC-30APR24-60000-P,,,21.6,1.0,64051.95,0.0011,0.0015,,7.5,0.0255,0.0001,0.0014,,BTC-30APR24-60000-P,0.0014,64051.95,open,1714275769288,,1252.52,8.0,-46.1538,0.0014,0.0032,55.15,59.2,SYN.BTC-30APR24,64071.3876,57.85,0.0,-0.26501,-86.24033,6.49491,5e-05,-0.06794,2.0,60000.0,0.06575652906466302
BTC-30APR24-60500-P,,,22.6,3.0,64051.86,0.0014,0.0019,,5.4,0.0275,0.0001,0.0019,,BTC-30APR24-60500-P,0.0017,64051.86,open,1714275770296,,1104.9,6.1,-45.7143,0.0017,0.0039,52.5,56.71,SYN.BTC-30APR24,64072.2373,54.94,0.0,-0.33104,-97.0213,7.69478,6e-05,-0.08489,2.0,60500.0,0.057457726249967866
BTC-30APR24-61000-P,,,1.2,8.0,64051.99,0.0019,0.0024,,9.8,0.0295,0.0001,0.0019,,BTC-30APR24-61000-P,0.0021,64051.99,open,1714275772311,,2838.38,10.0,-58.6957,0.0018,0.0055,50.61,54.09,SYN.BTC-30APR24,64073.6867,52.31,0.0,-0.42154,-110.34642,9.19147,7e-05,-0.10809,2.0,61000.0,0.04922722711345241
BTC-30APR24-61500-P,,,2.5,7.8,64051.6,0.0025,0.0031,,9.2,0.032,0.0001,0.0027,,BTC-30APR24-61500-P,0.0028,64051.6,open,1714275774323,,3331.14,9.4,-50.9091,0.0027,0.0065,48.2,51.7,SYN.BTC-30APR24,64073.0123,49.87,0.0,-0.54362,-125.7196,10.98411,9e-05,-0.13938,2.0,61500.0,0.041063916474291355
BTC-30APR24-62000-P,,,2.6,6.7,64052.54,0.0035,0.004,,36.5,0.035,0.0001,0.0032,,BTC-30APR24-62000-P,0.0037,64052.54,open,1714275776337,,17946.3,40.7,-60.0,0.0032,0.0095,46.77,49.22,SYN.BTC-30APR24,64074.0569,47.77,0.0,-0.70785,-143.10476,13.052,0.00011,-0.18139,2.0,62000.0,0.03296670624167212
BTC-30APR24-62500-P,,,13.0,28.8,64053.29,0.0046,0.0055,,18.2,0.0385,0.0001,0.0049,,BTC-30APR24-62500-P,0.005,64053.29,open,1714275777344,,11296.98,21.0,-57.3913,0.0043,0.0115,44.24,48.02,SYN.BTC-30APR24,64074.1547,46.15,0.0,-0.92614,-161.91239,15.28742,0.00014,-0.23713,2.0,62500.0,0.024934534544407774
BTC-30APR24-63000-P,,,12.5,39.6,64051.88,0.0065,0.0075,,8.5,0.043,0.0001,0.007,,BTC-30APR24-63000-P,0.007,64051.88,open,1714275780366,,5461.7,9.8,-46.1538,0.006,0.0145,43.28,46.96,SYN.BTC-30APR24,64073.9519,45.02,0.0,-1.20197,-179.7564,17.39761,0.00016,-0.30734,2.0,63000.0,0.01696636489523093
BTC-30APR24-63500-P,,,0.4,13.3,64052.96,0.0095,0.01,,7.3,0.048,0.0001,0.009,,BTC-30APR24-63500-P,0.0096,64052.96,open,1714275782380,,5837.55,7.5,-45.4545,0.009,0.017,44.02,45.7,SYN.BTC-30APR24,64073.3934,44.22,0.0,-1.52664,-192.69714,18.98738,0.00018,-0.38965,2.0,63500.0,0.009061185388117655
BTC-30APR24-64000-P,,,4.1,12.0,64052.71,0.0125,0.0135,,0.0,0.0535,0.0001,,,BTC-30APR24-64000-P,0.013,64052.71,open,1714275783386,,0.0,0.0,,,,42.42,45.66,SYN.BTC-30APR24,64073.3891,43.94,0.0,-1.88431,-198.88455,19.72234,0.00018,-0.47977,2.0,64000.0,0.0012180079270918383
BTC-30APR24-64500-C,,,3.2,75.1,64052.04,0.0105,0.0115,,9.3,0.047,0.0001,0.0105,,BTC-30APR24-64500-C,0.0108,64052.04,open,1714275789429,,4838.27,10.4,128.2609,0.0044,0.0105,43.89,47.19,SYN.BTC-30APR24,64073.0083,44.97,0.0,1.6068,-200.74943,19.4515,0.00018,0.431,2.0,64500.0,-0.0065641325149632035
BTC-30APR24-65000-C,,,1.8,20.2,64051.4,0.008,0.0085,,27.5,0.043,0.0001,0.008,,BTC-30APR24-65000-C,0.0081,64051.4,open,1714275791442,,10907.1,32.1,105.1282,0.0028,0.008,45.31,47.05,SYN.BTC-30APR24,64073.3298,45.81,0.0,1.30346,-192.56719,18.31549,0.00016,0.34899,2.0,65000.0,-0.014286178608873427
BTC-30APR24-65500-C,,,2.1,25.9,64047.77,0.006,0.0065,,8.8,0.039,0.0001,0.0046,,BTC-30APR24-65500-C,0.0061,64047.77,open,1714275794464,,1797.73,8.9,109.0909,0.002,0.0046,46.55,48.47,SYN.BTC-30APR24,64070.895,47.03,0.0,1.03938,-179.20011,16.60212,0.00014,0.27793,2.0,65500.0,-0.021949051354442615
BTC-30APR24-66000-C,,,5.1,6.3,64049.04,0.0043,0.0049,,44.6,0.0355,0.0001,0.0049,,BTC-30APR24-66000-C,0.0046,64049.04,open,1714275798494,,6485.15,45.6,276.9231,0.0013,0.0049,47.02,49.66,SYN.BTC-30APR24,64069.718,48.17,0.0,0.81604,-161.15233,14.57755,0.00012,0.21796,2.0,66000.0,-0.029553650739661878
BTC-30APR24-66500-C,,,4.1,6.0,64049.77,0.0033,0.0038,,3.5,0.033,0.0001,0.0035,,BTC-30APR24-66500-C,0.0035,64049.77,open,1714275800508,,518.94,3.5,288.8889,0.0009,0.0035,48.92,51.44,SYN.BTC-30APR24,64070.1404,49.94,0.0,0.64506,-144.74396,12.62847,0.0001,0.17219,2.0,66500.0,-0.03710085637504477
BTC-30APR24-67000-C,,,4.1,12.8,64049.77,0.0025,0.0031,,9.9,0.0305,0.0001,0.0027,,BTC-30APR24-67000-C,0.0027,64049.77,open,1714275800507,,1133.53,10.0,170.0,0.0008,0.0027,50.52,54.04,SYN.BTC-30APR24,64070.1404,51.92,0.0,0.51279,-129.25905,10.84655,9e-05,0.13683,2.0,67000.0,-0.0445915281042024
BTC-30APR24-68000-C,,,3.9,11.8,64050.63,0.0015,0.002,,41.8,0.027,0.0001,0.0016,,BTC-30APR24-68000-C,0.0017,64050.63,open,1714275804537,,2665.15,43.3,220.0,0.0005,0.0019,54.13,58.17,SYN.BTC-30APR24,64070.9718,55.84,0.0,0.32705,-100.65076,7.85308,6e-05,0.08723,2.0,68000.0,-0.05940661388934309
BTC-30APR24-69000-C,,,13.6,0.1,64051.22,0.0009,0.0011,,6.7,0.0235,0.0001,0.001,,BTC-30APR24-69000-C,0.0011,64051.22,open,1714275806551,,208.67,6.7,400.0,0.0002,0.001,57.36,59.75,SYN.BTC-30APR24,64072.4069,59.2,0.0,0.20672,-67.38229,5.51496,4e-05,0.05511,2.0,69000.0,-0.07400541331049576
BTC-30APR24-70000-C,,,1.1,0.5,64058.2,0.0006,0.0008,,2.1,0.0205,0.0001,0.0004,,BTC-30APR24-70000-C,0.0007,64058.2,open,1714275808564,,69.37,2.1,100.0,0.0002,0.0008,61.4,64.63,SYN.BTC-30APR24,64074.1093,62.51,0.0,0.13258,-42.59567,3.85487,3e-05,0.03533,2.0,70000.0,-0.08839415076259535
BTC-30APR24-71000-C,,,26.9,3.5,64058.47,0.0003,0.0006,,0.3,0.0185,0.0001,0.0003,,BTC-30APR24-71000-C,0.0004,64058.47,open,1714275809604,,8.82,0.4,-25.0,0.0002,0.0005,62.27,69.34,SYN.BTC-30APR24,64079.699,65.6,0.0,0.08575,-27.23703,2.68244,2e-05,0.02285,2.0,71000.0,-0.10257878575455183
BTC-30APR24-72000-C,,,4.4,5.0,64056.1,0.0002,0.0004,,7.1,0.0165,0.0001,0.0002,,BTC-30APR24-72000-C,0.0003,64056.1,open,1714275811586,,123.6,7.1,-50.0,0.0002,0.0004,65.75,72.38,SYN.BTC-30APR24,64079.1367,68.69,0.0,0.05629,-17.79682,1.87439,1e-05,0.015,2.0,72000.0,-0.1165650277292916
BTC-30APR24-73000-C,,,12.6,0.3,64056.74,0.0001,0.0002,,9.2,0.015,0.0001,0.0001,,BTC-30APR24-73000-C,0.0002,64056.74,open,1714275813599,,150.5,9.2,-50.0,0.0001,0.0003,66.67,72.42,SYN.BTC-30APR24,64078.3444,71.37,0.0,0.03648,-11.40183,1.28669,1e-05,0.00972,2.0,73000.0,-0.13035834986162742
