tick_size_steps,quote_currency,min_trade_amount,counter_currency,settlement_period,settlement_currency,block_trade_tick_size,block_trade_min_trade_amount,block_trade_commission,option_type,creation_timestamp,instrument_id,base_currency,tick_size,contract_size,strike,is_active,expiration_timestamp,instrument_type,taker_commission,maker_commission,kind,rfq,price_index
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260249,BTC,0.0001,1.0,24000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260250,BTC,0.0001,1.0,25000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260251,BTC,0.0001,1.0,25000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260252,BTC,0.0001,1.0,26000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260253,BTC,0.0001,1.0,26000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260254,BTC,0.0001,1.0,27000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260255,BTC,0.0001,1.0,27000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260256,BTC,0.0001,1.0,28000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260257,BTC,0.0001,1.0,28000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260258,BTC,0.0001,1.0,29000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260259,BTC,0.0001,1.0,29000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260260,BTC,0.0001,1.0,30000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260261,BTC,0.0001,1.0,30000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260262,BTC,0.0001,1.0,31000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260263,BTC,0.0001,1.0,31000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260264,BTC,0.0001,1.0,32000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260265,BTC,0.0001,1.0,32000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260266,BTC,0.0001,1.0,33000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260267,BTC,0.0001,1.0,33000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260268,BTC,0.0001,1.0,34000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260269,BTC,0.0001,1.0,34000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260270,BTC,0.0001,1.0,35000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260271,BTC,0.0001,1.0,35000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260272,BTC,0.0001,1.0,36000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260273,BTC,0.0001,1.0,36000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260274,BTC,0.0001,1.0,37000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260275,BTC,0.0001,1.0,37000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260276,BTC,0.0001,1.0,38000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260277,BTC,0.0001,1.0,38000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260278,BTC,0.0001,1.0,39000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260279,BTC,0.0001,1.0,39000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260280,BTC,0.0001,1.0,40000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260281,BTC,0.0001,1.0,40000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-23 19:08:00,260654,BTC,0.0001,1.0,41000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-23 19:08:00,260655,BTC,0.0001,1.0,41000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-07-14 03:52:00,262776,BTC,0.0001,1.0,42000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-07-14 03:52:00,262777,BTC,0.0001,1.0,42000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-10-24 02:43:00,273147,BTC,0.0001,1.0,43000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-10-24 02:43:00,273148,BTC,0.0001,1.0,43000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-10-24 13:39:00,273324,BTC,0.0001,1.0,44000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-10-24 13:39:00,273325,BTC,0.0001,1.0,44000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260282,BTC,0.0001,1.0,45000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260283,BTC,0.0001,1.0,45000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-11-09 06:25:00,275879,BTC,0.0001,1.0,46000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-11-09 06:25:00,275880,BTC,0.0001,1.0,46000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-11-09 14:22:00,276208,BTC,0.0001,1.0,47000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-11-09 14:22:00,276209,BTC,0.0001,1.0,47000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-11-16 00:15:00,277253,BTC,0.0001,1.0,48000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-11-16 00:15:00,277254,BTC,0.0001,1.0,48000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-12-02 22:37:00,280423,BTC,0.0001,1.0,49000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-12-02 22:37:00,280424,BTC,0.0001,1.0,49000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260284,BTC,0.0001,1.0,50000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260285,BTC,0.0001,1.0,50000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-12-04 05:24:00,280656,BTC,0.0001,1.0,51000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-12-04 05:24:00,280657,BTC,0.0001,1.0,51000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-12-04 09:25:00,280844,BTC,0.0001,1.0,52000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-12-04 09:25:00,280845,BTC,0.0001,1.0,52000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-12-05 18:36:00,280946,BTC,0.0001,1.0,53000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-12-05 18:36:00,280947,BTC,0.0001,1.0,53000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-12-05 21:13:00,280973,BTC,0.0001,1.0,54000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-12-05 21:13:00,280974,BTC,0.0001,1.0,54000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260286,BTC,0.0001,1.0,55000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260287,BTC,0.0001,1.0,55000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2024-01-02 05:04:00,286059,BTC,0.0001,1.0,56000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2024-01-02 05:04:00,286060,BTC,0.0001,1.0,56000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2024-01-08 22:36:00,287291,BTC,0.0001,1.0,57000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2024-01-08 22:36:00,287292,BTC,0.0001,1.0,57000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2024-01-08 23:00:00,287307,BTC,0.0001,1.0,58000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2024-01-08 23:00:00,287308,BTC,0.0001,1.0,58000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260288,BTC,0.0001,1.0,60000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260289,BTC,0.0001,1.0,60000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2024-03-20 19:09:56,305888,BTC,0.0001,1.0,64000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2024-03-20 19:09:56,305889,BTC,0.0001,1.0,64000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260290,BTC,0.0001,1.0,65000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260291,BTC,0.0001,1.0,65000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260292,BTC,0.0001,1.0,70000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260293,BTC,0.0001,1.0,70000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260294,BTC,0.0001,1.0,75000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260296,BTC,0.0001,1.0,75000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260298,BTC,0.0001,1.0,80000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260299,BTC,0.0001,1.0,80000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260301,BTC,0.0001,1.0,85000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260303,BTC,0.0001,1.0,85000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260305,BTC,0.0001,1.0,90000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260307,BTC,0.0001,1.0,90000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-23 16:15:00,260641,BTC,0.0001,1.0,95000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-23 16:15:00,260642,BTC,0.0001,1.0,95000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260308,BTC,0.0001,1.0,100000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260310,BTC,0.0001,1.0,100000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-12-04 06:29:00,280682,BTC,0.0001,1.0,105000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-12-04 06:29:00,280683,BTC,0.0001,1.0,105000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-12-05 18:39:00,280948,BTC,0.0001,1.0,110000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-12-05 18:39:00,280949,BTC,0.0001,1.0,110000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2024-01-11 14:43:00,287908,BTC,0.0001,1.0,115000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2024-01-11 14:43:00,287909,BTC,0.0001,1.0,115000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-06-22 08:01:00,260312,BTC,0.0001,1.0,120000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-06-22 08:01:00,260314,BTC,0.0001,1.0,120000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2023-12-04 01:48:00,280616,BTC,0.0001,1.0,140000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2023-12-04 01:48:00,280617,BTC,0.0001,1.0,140000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2024-03-11 15:07:00,302031,BTC,0.0001,1.0,160000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2024-03-11 15:07:00,302032,BTC,0.0001,1.0,160000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2024-03-04 06:45:50,298520,BTC,0.0001,1.0,200000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,put,2024-03-04 06:45:50,298521,BTC,0.0001,1.0,200000.0,True,2024-06-28 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,month,BTC,0.0001,25,0.0003,call,2024-04-25 08:00:16,320124,BTC,0.0001,1.0,25000.0,True,2024-07-26 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
