,trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,maturity,strike,combo_trade_id,combo_id,block_trade_id,liquidation,date,time_to_maturity,days_to_maturity,minutes_to_maturity,time_to_maturity_year
12027,5731,302331688,2024-05-21 02:01:27.303,2,0.0925,0.09282484,60.77,BTC-28JUN24-70000-C,71055.42,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 21:58:32.697000,37,54598.53333333333,0.10387848807711822
12058,5730,302331260,2024-05-21 01:56:18.032,0,0.094,0.09382686,61.16,BTC-28JUN24-70000-C,71196.51,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:03:41.968000,37,54603.683333333334,0.1038882864028412
12085,5729,302329576,2024-05-21 01:51:27.479,2,0.093,0.09269795,61.36,BTC-28JUN24-70000-C,71032.05,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:08:32.521000,37,54608.53333333333,0.10389751395230847
12091,5728,302329536,2024-05-21 01:51:07.814,1,0.0935,0.09265866,61.82,BTC-28JUN24-70000-C,71026.11,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:08:52.186000,37,54608.86666666667,0.10389814814814816
12102,5727,302329016,2024-05-21 01:48:06.476,0,0.0935,0.09303175,61.56,BTC-28JUN24-70000-C,71071.74,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:11:53.524000,37,54611.88333333333,0.10390388762049721
12127,5726,302328412,2024-05-21 01:44:34.303,1,0.093,0.09296573,61.3,BTC-28JUN24-70000-C,71038.13,sell,2.0,2.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:15:25.697000,37,54615.416666666664,0.10391061009639777
12128,5725,302328409,2024-05-21 01:44:34.006,1,0.093,0.09296558,61.3,BTC-28JUN24-70000-C,71038.13,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:15:25.994000,37,54615.416666666664,0.10391061009639777
12129,5724,302328408,2024-05-21 01:44:33.949,1,0.093,0.09296558,61.3,BTC-28JUN24-70000-C,71038.13,sell,2.0,2.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:15:26.051000,37,54615.433333333334,0.10391064180618975
12130,5723,302328403,2024-05-21 01:44:31.870,1,0.093,0.09296808,61.3,BTC-28JUN24-70000-C,71037.82,sell,0.2,0.2,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:15:28.130000,37,54615.46666666667,0.10391070522577373
12131,5722,302328402,2024-05-21 01:44:28.853,1,0.093,0.09297265,61.3,BTC-28JUN24-70000-C,71038.07,sell,0.3,0.3,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:15:31.147000,37,54615.51666666667,0.10391080035514967
12132,5721,302328399,2024-05-21 01:44:24.560,1,0.093,0.09306283,61.24,BTC-28JUN24-70000-C,71043.0,sell,0.2,0.2,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:15:35.440000,37,54615.583333333336,0.1039109271943176
12133,5720,302328396,2024-05-21 01:44:22.816,1,0.093,0.09309922,61.19,BTC-28JUN24-70000-C,71051.66,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:15:37.184000,37,54615.61666666667,0.10391099061390158
12134,5719,302328395,2024-05-21 01:44:22.766,1,0.093,0.09309922,61.19,BTC-28JUN24-70000-C,71051.66,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:15:37.234000,37,54615.61666666667,0.10391099061390158
12135,5718,302328394,2024-05-21 01:44:22.766,0,0.093,0.09309922,61.19,BTC-28JUN24-70000-C,71051.66,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:15:37.234000,37,54615.61666666667,0.10391099061390158
12158,5717,302327683,2024-05-21 01:39:33.352,3,0.0925,0.09268113,61.26,BTC-28JUN24-70000-C,70961.86,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:20:26.648000,37,54620.433333333334,0.10392015474378488
12182,5716,302327306,2024-05-21 01:37:34.924,2,0.0925,0.09294376,61.16,BTC-28JUN24-70000-C,70973.32,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:22:25.076000,37,54622.416666666664,0.10392392820903094
12195,5715,302327076,2024-05-21 01:36:55.085,0,0.093,0.09304814,61.49,BTC-28JUN24-70000-C,70984.44,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:23:04.915000,37,54623.066666666666,0.10392516489091831
12257,5713,302325451,2024-05-21 01:30:31.035,1,0.092,0.09149783,61.97,BTC-28JUN24-70000-C,70748.83,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:29:28.965000,37,54629.46666666667,0.10393734145104008
12258,5714,302325452,2024-05-21 01:30:31.035,1,0.092,0.09149783,61.97,BTC-28JUN24-70000-C,70748.83,buy,1.9,1.9,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:29:28.965000,37,54629.46666666667,0.10393734145104008
12337,5712,302323563,2024-05-21 01:26:11.511,0,0.092,0.09165631,61.67,BTC-28JUN24-70000-C,70849.95,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:33:48.489000,37,54633.8,0.10394558599695587
12368,5711,302322821,2024-05-21 01:23:44.768,2,0.091,0.09150653,61.11,BTC-28JUN24-70000-C,70789.08,sell,3.0,3.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:36:15.232000,37,54636.25,0.10395024733637748
12383,5710,302322247,2024-05-21 01:22:36.524,2,0.092,0.09286309,60.84,BTC-28JUN24-70000-C,70980.75,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:37:23.476000,37,54637.38333333333,0.10395240360223236
12396,5709,302321781,2024-05-21 01:20:20.107,0,0.0931,0.09348099,61.28,BTC-28JUN24-70000-C,71042.61,sell,50.0,50.0,2024-06-28 00:00:00,7000.0,,BTC-CS-28JUN24-65000_70000,141297.0,,2024-05-21,37 days 22:39:39.893000,37,54639.65,0.10395671613394217
12440,5708,302320559,2024-05-21 01:16:01.731,3,0.093,0.09331664,61.21,BTC-28JUN24-70000-C,71073.51,buy,2.3,2.3,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:43:58.269000,37,54643.96666666667,0.10396492897006596
12441,5707,302320558,2024-05-21 01:16:01.728,2,0.093,0.09331664,61.21,BTC-28JUN24-70000-C,71073.51,sell,0.7,0.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:43:58.272000,37,54643.96666666667,0.10396492897006596
12456,5706,302320257,2024-05-21 01:13:36.885,2,0.0935,0.09343768,61.5,BTC-28JUN24-70000-C,71089.8,buy,2.0,2.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:46:23.115000,37,54646.38333333333,0.1039695268899036
12539,5705,302317932,2024-05-21 01:06:23.643,3,0.094,0.09400001,61.5,BTC-28JUN24-70000-C,71171.42,sell,0.8,0.8,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:53:36.357000,37,54653.6,0.10398325722983257
12540,5704,302317909,2024-05-21 01:06:17.151,3,0.094,0.09409428,61.43,BTC-28JUN24-70000-C,71182.16,sell,0.2,0.2,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 22:53:42.849000,37,54653.7,0.10398344748858447
12564,5703,302316626,2024-05-21 00:57:26.387,2,0.094,0.09402344,61.64,BTC-28JUN24-70000-C,71142.59,sell,50.0,50.0,2024-06-28 00:00:00,7000.0,,BTC-CS-28JUN24-65000_70000,141288.0,,2024-05-21,37 days 23:02:33.613000,37,54662.55,0.10400028538812786
12697,5702,302313804,2024-05-21 00:40:00.324,2,0.095,0.09535267,61.57,BTC-28JUN24-70000-C,71298.69,buy,0.5,0.5,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 23:19:59.676000,37,54679.98333333333,0.10403345383054287
12943,5701,302308320,2024-05-21 00:18:54.753,1,0.1,0.09975849,61.98,BTC-28JUN24-70000-C,71920.75,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 23:41:05.247000,37,54701.083333333336,0.10407359842719432
12944,5700,302308319,2024-05-21 00:18:54.753,0,0.1,0.09975849,61.98,BTC-28JUN24-70000-C,71920.75,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 23:41:05.247000,37,54701.083333333336,0.10407359842719432
12971,5699,302307423,2024-05-21 00:18:07.789,0,0.0993,0.09882471,62.19,BTC-28JUN24-70000-C,71798.21,buy,12.5,12.5,2024-06-28 00:00:00,7000.0,,BTC-CS-28JUN24-65000_70000,141275.0,,2024-05-21,37 days 23:41:52.211000,37,54701.86666666667,0.10407508878741756
13017,5698,302306373,2024-05-21 00:17:25.380,0,0.097,0.09678115,62.01,BTC-28JUN24-70000-C,71502.31,sell,1.2,1.2,2024-06-28 00:00:00,7000.0,,,,M,2024-05-21,37 days 23:42:34.620000,37,54702.566666666666,0.10407642059868087
13173,5696,302297937,2024-05-20 23:50:29.870,2,0.096,0.0957679,61.71,BTC-28JUN24-70000-C,71435.38,sell,0.2,0.2,2024-06-28 00:00:00,7000.0,,,,M,2024-05-20,38 days 00:09:30.130000,38,54729.5,0.10412766362252664
13275,5695,302295248,2024-05-20 23:42:21.710,0,0.0965,0.09581602,61.95,BTC-28JUN24-70000-C,71456.07,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,M,2024-05-20,38 days 00:17:38.290000,38,54737.63333333333,0.10414313800101471
13426,5694,302292425,2024-05-20 23:34:22.602,0,0.095,0.09431463,61.35,BTC-28JUN24-70000-C,71359.13,sell,0.7,0.7,2024-06-28 00:00:00,7000.0,,,,M,2024-05-20,38 days 00:25:37.398000,38,54745.61666666667,0.10415832699137494
13489,5693,302289158,2024-05-20 23:30:19.763,2,0.0949,0.09422784,61.04,BTC-28JUN24-70000-C,71364.75,buy,12.5,12.5,2024-06-28 00:00:00,7000.0,,BTC-CS-28JUN24-65000_70000,141272.0,,2024-05-20,38 days 00:29:40.237000,38,54749.666666666664,0.10416603247082698
13561,5692,302287691,2024-05-20 23:28:54.335,0,0.095,0.09410966,60.88,BTC-28JUN24-70000-C,71414.82,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 00:31:05.665000,38,54751.083333333336,0.10416872780314562
13725,5686,302272626,2024-05-20 22:37:18.217,0,0.082,0.08155516,60.25,BTC-28JUN24-70000-C,69682.13,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 01:22:41.783000,38,54802.683333333334,0.10426690131912734
13922,5685,302268623,2024-05-20 22:14:15.157,0,0.0815,0.08107307,60.32,BTC-28JUN24-70000-C,69609.36,buy,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 01:45:44.843000,38,54825.73333333333,0.10431075596144089
14208,5684,302263458,2024-05-20 21:52:33.154,0,0.08,0.07963164,60.02,BTC-28JUN24-70000-C,69432.29,buy,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 02:07:26.846000,38,54847.433333333334,0.10435204211060375
14887,5682,302245102,2024-05-20 20:34:50.223,2,0.0795,0.07921363,59.01,BTC-28JUN24-70000-C,69566.86,buy,0.3,0.3,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 03:25:09.777000,38,54925.15,0.10449990487062405
15095,5669,302224662,2024-05-20 19:53:20.919,3,0.078,0.07840271,57.81,BTC-28JUN24-70000-C,69682.41,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 04:06:39.081000,38,54966.65,0.10457886225266362
15135,5668,302224390,2024-05-20 19:52:21.231,2,0.078,0.07880793,57.57,BTC-28JUN24-70000-C,69701.59,sell,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 04:07:38.769000,38,54967.63333333333,0.10458073313039067
15317,5667,302222538,2024-05-20 19:47:21.077,3,0.0795,0.07980838,58.44,BTC-28JUN24-70000-C,69787.65,buy,14.9,14.9,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 04:12:38.923000,38,54972.63333333333,0.1045902460679858
15318,5666,302222531,2024-05-20 19:47:21.033,3,0.0795,0.07968198,58.44,BTC-28JUN24-70000-C,69787.65,buy,3.8,3.8,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 04:12:38.967000,38,54972.63333333333,0.1045902460679858
15319,5665,302222519,2024-05-20 19:47:20.982,2,0.0795,0.07968198,58.44,BTC-28JUN24-70000-C,69787.65,buy,1.3,1.3,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 04:12:39.018000,38,54972.65,0.10459027777777778
15590,5655,302197876,2024-05-20 18:57:29.278,1,0.072,0.07170496,58.32,BTC-28JUN24-70000-C,68657.3,sell,0.8,0.8,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 05:02:30.722000,38,55022.5,0.10468512176560121
15612,5654,302197753,2024-05-20 18:56:12.158,1,0.072,0.07167029,58.31,BTC-28JUN24-70000-C,68669.96,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 05:03:47.842000,38,55023.78333333333,0.10468756341958396
15662,5653,302196799,2024-05-20 18:48:03.173,1,0.072,0.07169169,58.28,BTC-28JUN24-70000-C,68679.55,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 05:11:56.827000,38,55031.933333333334,0.10470306950786402
15663,5652,302196619,2024-05-20 18:46:31.041,0,0.072,0.07217001,58.01,BTC-28JUN24-70000-C,68725.53,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 05:13:28.959000,38,55033.46666666667,0.10470598680872653
15741,5651,302194256,2024-05-20 18:32:28.579,3,0.0705,0.07025897,58.46,BTC-28JUN24-70000-C,68395.91,sell,2.1,2.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 05:27:31.421000,38,55047.51666666667,0.10473271816336885
15742,5650,302194255,2024-05-20 18:32:28.571,3,0.0705,0.07025897,58.46,BTC-28JUN24-70000-C,68395.91,sell,6.8,6.8,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 05:27:31.429000,38,55047.51666666667,0.10473271816336885
15743,5649,302194253,2024-05-20 18:32:27.240,3,0.0705,0.07034352,58.41,BTC-28JUN24-70000-C,68398.54,sell,0.3,0.3,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 05:27:32.760000,38,55047.53333333333,0.10473274987316084
15744,5648,302194252,2024-05-20 18:32:26.703,3,0.0705,0.07034352,58.41,BTC-28JUN24-70000-C,68408.29,sell,0.8,0.8,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 05:27:33.297000,38,55047.55,0.10473278158295282
15745,5647,302194251,2024-05-20 18:32:26.699,3,0.0705,0.07034352,58.41,BTC-28JUN24-70000-C,68408.29,sell,1.5,1.5,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 05:27:33.301000,38,55047.55,0.10473278158295282
15746,5646,302194247,2024-05-20 18:32:26.228,2,0.0705,0.07036341,58.39,BTC-28JUN24-70000-C,68408.29,sell,1.5,1.5,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 05:27:33.772000,38,55047.55,0.10473278158295282
15760,5645,302193920,2024-05-20 18:28:16.680,0,0.071,0.07105267,58.22,BTC-28JUN24-70000-C,68515.65,sell,5.0,5.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 05:31:43.320000,38,55051.71666666667,0.10474070903094876
15841,5644,302193331,2024-05-20 18:18:15.642,3,0.0705,0.0704321,58.31,BTC-28JUN24-70000-C,68418.21,sell,2.0,2.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 05:41:44.358000,38,55061.73333333333,0.10475976661593099
15871,5643,302192479,2024-05-20 18:08:24.729,3,0.0705,0.0705394,58.28,BTC-28JUN24-70000-C,68425.52,sell,4.2,4.2,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 05:51:35.271000,38,55071.583333333336,0.10477850710299341
15872,5642,302192473,2024-05-20 18:08:24.552,2,0.0705,0.0705394,58.28,BTC-28JUN24-70000-C,68434.96,sell,0.8,0.8,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 05:51:35.448000,38,55071.583333333336,0.10477850710299341
15896,5641,302191979,2024-05-20 18:03:22.440,1,0.071,0.07111718,58.21,BTC-28JUN24-70000-C,68495.26,sell,4.2,4.2,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 05:56:37.560000,38,55076.61666666667,0.1047880834601725
15897,5640,302191978,2024-05-20 18:03:22.333,0,0.071,0.07111718,58.09,BTC-28JUN24-70000-C,68519.62,sell,0.8,0.8,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 05:56:37.667000,38,55076.61666666667,0.1047880834601725
15969,5639,302190869,2024-05-20 17:54:30.110,2,0.0695,0.06985864,57.98,BTC-28JUN24-70000-C,68327.59,sell,6.8,6.8,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:05:29.890000,38,55085.48333333333,0.10480495306950786
15976,5638,302190740,2024-05-20 17:53:20.320,1,0.07,0.07017906,58.18,BTC-28JUN24-70000-C,68370.87,sell,2.4,2.4,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:06:39.680000,38,55086.65,0.10480717275494673
15977,5637,302190739,2024-05-20 17:53:20.314,1,0.07,0.07017906,58.18,BTC-28JUN24-70000-C,68370.87,sell,6.8,6.8,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:06:39.686000,38,55086.65,0.10480717275494673
15978,5636,302190736,2024-05-20 17:53:18.793,1,0.07,0.07021451,58.14,BTC-28JUN24-70000-C,68372.38,sell,0.6,0.6,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:06:41.207000,38,55086.683333333334,0.1048072361745307
15980,5635,302190729,2024-05-20 17:53:15.531,1,0.07,0.07028268,58.09,BTC-28JUN24-70000-C,68380.54,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:06:44.469000,38,55086.73333333333,0.10480733130390664
15981,5634,302190728,2024-05-20 17:53:12.462,0,0.07,0.07034581,58.07,BTC-28JUN24-70000-C,68387.31,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:06:47.538000,38,55086.78333333333,0.1048074264332826
16087,5633,302188923,2024-05-20 17:42:14.627,3,0.069,0.06924635,58.41,BTC-28JUN24-70000-C,68158.92,sell,6.8,6.8,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:17:45.373000,38,55097.75,0.10482829147640792
16090,5632,302188905,2024-05-20 17:42:08.172,2,0.069,0.0693259,58.33,BTC-28JUN24-70000-C,68173.28,sell,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:17:51.828000,38,55097.85,0.10482848173515981
16139,5631,302188229,2024-05-20 17:36:01.462,3,0.07,0.06995177,58.81,BTC-28JUN24-70000-C,68236.39,sell,8.1,8.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:23:58.538000,38,55103.96666666667,0.10484011922881786
16144,5630,302188207,2024-05-20 17:35:49.865,3,0.07,0.07005707,58.73,BTC-28JUN24-70000-C,68253.24,sell,0.9,0.9,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:24:10.135000,38,55104.166666666664,0.10484049974632166
16159,5629,302187825,2024-05-20 17:33:20.457,2,0.07,0.07030255,58.52,BTC-28JUN24-70000-C,68293.49,sell,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:26:39.543000,38,55106.65,0.10484522450532725
16194,5628,302186824,2024-05-20 17:26:25.818,3,0.0715,0.07134382,59.0,BTC-28JUN24-70000-C,68419.11,sell,3.6,3.6,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:33:34.182000,38,55113.566666666666,0.1048583840690005
16196,5627,302186794,2024-05-20 17:26:17.531,2,0.0715,0.07148525,58.87,BTC-28JUN24-70000-C,68447.97,sell,1.4,1.4,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:33:42.469000,38,55113.7,0.10485863774733638
16206,5626,302186313,2024-05-20 17:24:53.014,3,0.072,0.07167094,59.06,BTC-28JUN24-70000-C,68491.4,sell,1.6,1.6,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:35:06.986000,38,55115.1,0.104861301369863
16207,5625,302186312,2024-05-20 17:24:52.928,3,0.072,0.07167094,59.09,BTC-28JUN24-70000-C,68488.07,sell,6.7,6.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:35:07.072000,38,55115.11666666667,0.104861333079655
16208,5624,302186310,2024-05-20 17:24:52.835,2,0.072,0.07167094,59.09,BTC-28JUN24-70000-C,68488.07,sell,6.7,6.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:35:07.165000,38,55115.11666666667,0.104861333079655
16266,5623,302185152,2024-05-20 17:20:54.532,1,0.0725,0.07220062,58.92,BTC-28JUN24-70000-C,68594.03,sell,0.4,0.4,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:39:05.468000,38,55119.083333333336,0.10486888001014714
16269,5622,302185138,2024-05-20 17:20:52.773,1,0.0725,0.07222799,58.89,BTC-28JUN24-70000-C,68609.92,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:39:07.227000,38,55119.11666666667,0.1048689434297311
16271,5621,302185115,2024-05-20 17:20:49.967,1,0.0725,0.07233103,58.78,BTC-28JUN24-70000-C,68621.93,sell,0.8,0.8,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:39:10.033000,38,55119.166666666664,0.10486903855910705
16272,5620,302185114,2024-05-20 17:20:49.965,1,0.0725,0.07233103,58.78,BTC-28JUN24-70000-C,68621.93,sell,6.7,6.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:39:10.035000,38,55119.166666666664,0.10486903855910705
16303,5619,302184813,2024-05-20 17:19:56.022,1,0.0725,0.07227348,58.81,BTC-28JUN24-70000-C,68626.61,sell,0.5,0.5,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:40:03.978000,38,55120.05,0.1048707191780822
16304,5615,302184809,2024-05-20 17:19:56.015,0,0.0725,0.07227348,58.81,BTC-28JUN24-70000-C,68626.61,buy,8.0,8.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:40:03.985000,38,55120.05,0.1048707191780822
16305,5617,302184811,2024-05-20 17:19:56.015,1,0.0725,0.07227348,58.81,BTC-28JUN24-70000-C,68626.61,buy,8.0,8.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:40:03.985000,38,55120.05,0.1048707191780822
16306,5618,302184812,2024-05-20 17:19:56.015,1,0.0725,0.07227348,58.81,BTC-28JUN24-70000-C,68626.61,buy,1.8,1.8,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:40:03.985000,38,55120.05,0.1048707191780822
16307,5616,302184810,2024-05-20 17:19:56.015,1,0.0725,0.07227348,58.81,BTC-28JUN24-70000-C,68626.61,buy,6.7,6.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:40:03.985000,38,55120.05,0.1048707191780822
16349,5614,302184384,2024-05-20 17:18:21.922,0,0.072,0.07226107,58.46,BTC-28JUN24-70000-C,68607.94,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 06:41:38.078000,38,55121.63333333333,0.10487373160832064
16605,5610,302177058,2024-05-20 16:51:37.376,0,0.0707,0.07019877,59.67,BTC-28JUN24-70000-C,68160.23,buy,17.0,17.0,2024-06-28 00:00:00,7000.0,,BTC-CDIAG-28JUN24_31MAY24-70000_64000,141091.0,,2024-05-20,38 days 07:08:22.624000,38,55148.36666666667,0.10492459411466261
16709,5609,302176327,2024-05-20 16:47:35.985,2,0.07,0.07002834,59.3,BTC-28JUN24-70000-C,68113.38,buy,6.9,6.9,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 07:12:24.015000,38,55152.4,0.10493226788432268
16935,5608,302174773,2024-05-20 16:44:59.658,0,0.071,0.07092857,59.42,BTC-28JUN24-70000-C,68261.94,buy,0.2,0.2,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 07:15:00.342000,38,55155.0,0.10493721461187215
17094,5607,302172551,2024-05-20 16:40:01.867,1,0.07,0.06994528,59.48,BTC-28JUN24-70000-C,68110.1,buy,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 07:19:58.133000,38,55159.96666666667,0.10494666412988331
17095,5606,302172550,2024-05-20 16:40:01.867,0,0.07,0.06994528,59.48,BTC-28JUN24-70000-C,68110.1,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 07:19:58.133000,38,55159.96666666667,0.10494666412988331
17170,5580,302154565,2024-05-20 15:58:08.580,0,0.066,0.06569538,59.59,BTC-28JUN24-70000-C,67426.04,sell,1.6,1.6,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 08:01:51.420000,38,55201.85,0.1050263508371385
17210,5579,302153526,2024-05-20 15:55:31.410,1,0.0655,0.06523238,59.45,BTC-28JUN24-70000-C,67373.02,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 08:04:28.590000,38,55204.46666666667,0.10503132927447996
17211,5578,302153525,2024-05-20 15:55:31.381,1,0.0655,0.06523238,59.45,BTC-28JUN24-70000-C,67373.02,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 08:04:28.619000,38,55204.46666666667,0.10503132927447996
17212,5577,302153508,2024-05-20 15:55:30.428,1,0.0655,0.06523263,59.45,BTC-28JUN24-70000-C,67372.67,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 08:04:29.572000,38,55204.48333333333,0.10503136098427193
17213,5576,302153507,2024-05-20 15:55:29.875,0,0.0655,0.06525549,59.45,BTC-28JUN24-70000-C,67372.67,sell,9.8,9.8,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 08:04:30.125000,38,55204.5,0.10503139269406393
17282,5575,302151356,2024-05-20 15:42:44.418,0,0.065,0.06476898,59.12,BTC-28JUN24-70000-C,67343.87,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-20,38 days 08:17:15.582000,38,55217.25,0.1050556506849315
17302,5574,302151104,2024-05-20 15:39:58.117,2,0.0643,0.06453917,58.75,BTC-28JUN24-70000-C,67318.26,buy,13.0,13.0,2024-06-28 00:00:00,7000.0,,BTC-CDIAG-28JUN24_31MAY24-70000_64000,141071.0,,2024-05-20,38 days 08:20:01.883000,38,55220.01666666667,0.10506091451040082
17304,5573,302151098,2024-05-20 15:39:54.059,2,0.0649,0.06452458,59.18,BTC-28JUN24-70000-C,67324.4,buy,13.0,13.0,2024-06-28 00:00:00,7000.0,,BTC-CDIAG-28JUN24_31MAY24-70000_64000,141070.0,,2024-05-20,38 days 08:20:05.941000,38,55220.083333333336,0.10506104134956876
